system,r_A,pair,ML_g,ML_sem,DFT_validation_g,DFT_validation_sem,ML_minus_DFT_validation
Youshui,2.25500,O-O,0,0,0,0,0
Youshui,2.26500,O-H,0.08258907726,0.006591940049,0.1609088337,0.01259455486,-0.07831975648
Youshui,2.26500,O-O,0,0,0,0,0
Youshui,2.27500,O-H,0.07875583343,0.00636470102,0.1679913042,0.01260165564,-0.08923547075
Youshui,2.27500,O-O,0,0,0,0,0
Youshui,2.28500,O-H,0.07909522466,0.006502414182,0.1393938031,0.01140275085,-0.06029857841
Youshui,2.28500,O-O,0,0,0,0,0
Youshui,2.29500,O-H,0.05906015296,0.005353085326,0.1428186602,0.01153856381,-0.08375850724
Youshui,2.29500,O-O,0,0,0,0,0
Youshui,2.30500,O-H,0.06914816691,0.006103512375,0.1443402365,0.01155996308,-0.07519206955
Youshui,2.30500,O-O,0,0,0,0,0
Youshui,2.31500,O-H,0.05854446489,0.005326427441,0.1613247129,0.01242818011,-0.102780248
Youshui,2.31500,O-O,0,0,0,0,0
Youshui,2.32500,O-H,0.06697146969,0.005673073698,0.1490965729,0.01223756546,-0.08212510318
Youshui,2.32500,O-O,0,0,0,0,0
Youshui,2.33500,O-H,0.04475788992,0.004736009676,0.1370715418,0.01134500728,-0.0923136519
Youshui,2.33500,O-O,0,0,0,0,0
Youshui,2.34500,O-H,0.06778460866,0.005763440997,0.1314636433,0.01109808859,-0.06367903461
Youshui,2.34500,O-O,0,0,0.01441826092,0.007182819675,-0.01441826092
Youshui,2.35500,O-H,0.05899021788,0.005494272574,0.1453221349,0.0109796141,-0.08633191701
Youshui,2.35500,O-O,0,0,0.003574018249,0.00357076174,-0.003574018249
Youshui,2.36500,O-H,0.05225961499,0.004962185127,0.1371093323,0.01048340522,-0.08484971729
Youshui,2.36500,O-O,0,0,0,0,0
Youshui,2.37500,O-H,0.0527712953,0.005091159746,0.136823129,0.01103994318,-0.08405183369
Youshui,2.37500,O-O,0,0,0,0,0
Youshui,2.38500,O-H,0.0598727165,0.005225765754,0.1477002888,0.01126573808,-0.08782757232
Youshui,2.38500,O-O,0,0,0.003484671458,0.003481496358,-0.003484671458
Youshui,2.39500,O-H,0.05095859866,0.005059465705,0.1498757267,0.01147491684,-0.09891712809
Youshui,2.39500,O-O,0,0,0,0,0
Youshui,2.40500,O-H,0.04358125291,0.00466320872,0.1604549481,0.01224507365,-0.1168736952
Youshui,2.40500,O-O,0,0,0,0,0
Youshui,2.41500,O-H,0.05701504081,0.005173992188,0.132328228,0.010411165,-0.07531318717
Youshui,2.41500,O-O,0,0,0,0,0
Youshui,2.42500,O-H,0.04286535229,0.004305992959,0.1420372678,0.01138104005,-0.09917191551
Youshui,2.42500,O-O,0.001850493161,0.001849567683,0.003370661495,0.003367590277,-0.001520168334
Youshui,2.43500,O-H,0.04975042427,0.0047413602,0.1375777588,0.01159802347,-0.08782733452
Youshui,2.43500,O-O,0.005505975809,0.003174104719,0,0,0.005505975809
Youshui,2.44500,O-H,0.04620420877,0.004626970795,0.1478939959,0.01159369716,-0.1016897871
Youshui,2.44500,O-O,0.001820343106,0.001819432707,0.01326297345,0.006607284138,-0.01144263034
Youshui,2.45500,O-H,0.04983300475,0.004612266432,0.1369662016,0.01119995991,-0.08713319683
Youshui,2.45500,O-O,0.003611087301,0.002550869616,0.01973271749,0.008011706216,-0.01612163019
Youshui,2.46500,O-H,0.03486545149,0.003866632138,0.1302299496,0.01023804168,-0.09536449806
Youshui,2.46500,O-O,0.007163695776,0.003574677014,0.01631078273,0.007261111039,-0.009147086956
Youshui,2.47500,O-H,0.04158869117,0.0045489719,0.153101883,0.01130102615,-0.1115131918
Youshui,2.47500,O-O,0.01065888653,0.004338398145,0.03559433873,0.01062403645,-0.0249354522
Youshui,2.48500,O-H,0.03213519892,0.004085825247,0.1558271596,0.01157971301,-0.1236919607
Youshui,2.48500,O-O,0.02114654688,0.006067744829,0.03851830033,0.01099708198,-0.01737175345
Youshui,2.49500,O-H,0.04480168035,0.004333281331,0.145164475,0.01100388272,-0.1003627946
Youshui,2.49500,O-O,0.01922926079,0.005765863978,0.07960449079,0.01619291267,-0.06037522999
Youshui,2.50500,O-H,0.03888910965,0.003979639552,0.1385588486,0.01056726386,-0.09966973896
Youshui,2.50500,O-O,0.03988626631,0.008220661172,0.06633496416,0.01488221652,-0.02644869785
Youshui,2.51500,O-H,0.041972157,0.004430323351,0.1420926365,0.01031259104,-0.1001204795
Youshui,2.51500,O-O,0.07225773186,0.01091295676,0.1316169979,0.02049830857,-0.05935926606
Youshui,2.52500,O-H,0.04837011867,0.004525709851,0.1279450355,0.009936202506,-0.07957491686
Youshui,2.52500,O-O,0.1007025029,0.01294475743,0.1958648292,0.02443466776,-0.09516232629
Youshui,2.53500,O-H,0.04840655143,0.004504961818,0.1406194965,0.01038481395,-0.09221294506
Youshui,2.53500,O-O,0.1524044348,0.01551086706,0.1696467094,0.02255895489,-0.01724227465
Youshui,2.54500,O-H,0.03850432031,0.004021608283,0.1432873232,0.01018077603,-0.1047830029
Youshui,2.54500,O-O,0.1915315419,0.01801739196,0.2846073147,0.0295513949,-0.09307577278
Youshui,2.55500,O-H,0.04190062041,0.004099597598,0.1735944844,0.01109736118,-0.131693864
Youshui,2.55500,O-O,0.2550472547,0.02105879032,0.3066749137,0.02855154004,-0.05162765898
Youshui,2.56500,O-H,0.04075936,0.004116493576,0.1752132779,0.01165755828,-0.134453918
Youshui,2.56500,O-O,0.3919987144,0.0250203699,0.448900636,0.03672115972,-0.05690192155
Youshui,2.57500,O-H,0.05904736043,0.004931508098,0.1672249771,0.0112482231,-0.1081776167
Youshui,2.57500,O-O,0.4792249542,0.02740016038,0.5410816473,0.04025448974,-0.06185669307
Youshui,2.58500,O-H,0.05819008758,0.004815313336,0.179091407,0.01195926066,-0.1209013195
Youshui,2.58500,O-O,0.6742023941,0.03363585029,0.8098046232,0.04739112229,-0.1356022291
Youshui,2.59500,O-H,0.0497779946,0.004423244703,0.1842420492,0.01179655415,-0.1344640546
Youshui,2.59500,O-O,0.9275732513,0.03715084365,1.00373336,0.05625049276,-0.07616010835
Youshui,2.60500,O-H,0.05571931506,0.004889913746,0.1655549415,0.01146372454,-0.1098356264
Youshui,2.60500,O-O,1.255617498,0.04552386627,1.26768976,0.06119435478,-0.01207226216
Youshui,2.61500,O-H,0.0690194346,0.005188090365,0.2035781882,0.01255741315,-0.1345587536
Youshui,2.61500,O-O,1.605679402,0.05089654389,1.698607126,0.07115020388,-0.09292772328
Youshui,2.62500,O-H,0.06888374823,0.005128698356,0.1935235432,0.01188814959,-0.124639795
Youshui,2.62500,O-O,2.030922792,0.05471167109,2.232244809,0.07485475908,-0.2013220171
Youshui,2.63500,O-H,0.07878999124,0.005548542251,0.2138661857,0.0122188657,-0.1350761945
Youshui,2.63500,O-O,2.540579797,0.06076887218,2.720635631,0.08652967469,-0.1800558341
Youshui,2.64500,O-H,0.08049521594,0.005606039679,0.2457655999,0.01314225603,-0.1652703839
Youshui,2.64500,O-O,3.11092622,0.0681924678,3.173258075,0.09410190924,-0.06233185504
Youshui,2.65500,O-H,0.09168327609,0.006050117495,0.2411459544,0.01349755262,-0.1494626783
Youshui,2.65500,O-O,3.839350901,0.07807606999,3.748347327,0.1016363582,0.0910035743
Youshui,2.66500,O-H,0.09854809106,0.005884406843,0.2579090799,0.01310087792,-0.1593609888
Youshui,2.66500,O-O,4.504680358,0.08050125644,4.189141182,0.1085646915,0.3155391753
Youshui,2.67500,O-H,0.1041836006,0.006433635078,0.2730500205,0.01416444547,-0.1688664199
Youshui,2.67500,O-O,5.413940833,0.09145379619,4.889178266,0.1143687,0.5247625669
Youshui,2.68500,O-H,0.1227516965,0.007223402734,0.2642444203,0.01409809724,-0.1414927238
Youshui,2.68500,O-O,5.889925054,0.0953043498,5.760155218,0.1226654926,0.1297698358
Youshui,2.69500,O-H,0.1421495003,0.007204748432,0.3295401563,0.01498792753,-0.187390656
Youshui,2.69500,O-O,6.856138216,0.09934212709,6.432514686,0.1293893689,0.4236235298
Youshui,2.70500,O-H,0.1484303238,0.00755525806,0.3177621899,0.01439987255,-0.1693318661
Youshui,2.70500,O-O,7.497099066,0.1033949392,6.77784313,0.1315857675,0.7192559359
Youshui,2.71500,O-H,0.1677117195,0.007857394074,0.3717517341,0.01592778914,-0.2040400146
Youshui,2.71500,O-O,8.100398546,0.1083422343,7.190523092,0.1435010855,0.9098754544
Youshui,2.72500,O-H,0.1852620689,0.008498803245,0.3637658549,0.01462000305,-0.178503786
Youshui,2.72500,O-O,8.473370031,0.1092979862,7.476853125,0.1337419029,0.9965169064
Youshui,2.73500,O-H,0.203268723,0.008865222433,0.3767827128,0.015598052,-0.1735139898
Youshui,2.73500,O-O,8.843589674,0.1074051067,7.973450158,0.1460326642,0.8701395154
Youshui,2.74500,O-H,0.2420061373,0.009223012791,0.4174754967,0.01771241495,-0.1754693594
Youshui,2.74500,O-O,9.024786415,0.1087950917,8.165368253,0.1435602503,0.8594181617
Youshui,2.75500,O-H,0.2565048508,0.009578117863,0.4479152583,0.01776075006,-0.1914104075
Youshui,2.75500,O-O,8.790209353,0.1069629131,8.04352238,0.1454645788,0.7466869726
Youshui,2.76500,O-H,0.2749970045,0.009829736259,0.4977107414,0.01783969579,-0.222713737
Youshui,2.76500,O-O,8.910358426,0.1140872542,7.928407755,0.1425866571,0.9819506714
Youshui,2.77500,O-H,0.2852069484,0.009961306152,0.5144281315,0.01839470882,-0.229221183
Youshui,2.77500,O-O,8.550909179,0.1086593263,7.691187332,0.1461412334,0.8597218467
Youshui,2.78500,O-H,0.3305290777,0.01080167054,0.5365609099,0.01867945198,-0.2060318322
Youshui,2.78500,O-O,7.977514007,0.1064754519,7.201606115,0.1408418558,0.7759078918
Youshui,2.79500,O-H,0.3549433927,0.01096776781,0.5933793457,0.02009204194,-0.238435953
Youshui,2.79500,O-O,7.793770064,0.1014969141,6.604642603,0.1299065797,1.18912746
Youshui,2.80500,O-H,0.3824100619,0.01158375207,0.6413047121,0.02073293453,-0.2588946502
Youshui,2.80500,O-O,7.185069054,0.09583190398,6.197380441,0.1204788468,0.9876886134
Youshui,2.81500,O-H,0.4419657009,0.01215630279,0.6410713744,0.01945247718,-0.1991056734
Youshui,2.81500,O-O,6.415893772,0.09144764944,5.628134976,0.1156793276,0.7877587963
Youshui,2.82500,O-H,0.4862211189,0.01247893419,0.7448752103,0.02089268551,-0.2586540914
Youshui,2.82500,O-O,5.857853425,0.08807778078,5.185998392,0.1099799326,0.6718550331
Youshui,2.83500,O-H,0.5415201086,0.01324933715,0.7937192271,0.02173662352,-0.2521991186
Youshui,2.83500,O-O,5.287203753,0.08558869216,4.801739728,0.1078410371,0.4854640251
Youshui,2.84500,O-H,0.580127967,0.01461158563,0.8165130093,0.02202968417,-0.2363850423
Youshui,2.84500,O-O,4.560394788,0.07954290803,4.327238198,0.1051544564,0.2331565899
Youshui,2.85500,O-H,0.6125896467,0.01362437118,0.8623397893,0.02351063934,-0.2497501427
Youshui,2.85500,O-O,4.130657877,0.07146175199,3.684166124,0.09125745393,0.4464917527
Youshui,2.86500,O-H,0.6681073721,0.01512382014,0.900962017,0.02382415523,-0.232854645
Youshui,2.86500,O-O,3.628579892,0.07037515486,3.397689164,0.08486672403,0.2308907278
Youshui,2.87500,O-H,0.6994799425,0.0152782771,0.9874852439,0.02495306206,-0.2880053013
Youshui,2.87500,O-O,3.204468624,0.06462668688,3.199034582,0.08780204447,0.005434042251
Youshui,2.88500,O-H,0.8064388189,0.01563858262,1.025840071,0.02494293014,-0.2194012517
Youshui,2.88500,O-O,2.64232254,0.0584783618,2.64820718,0.07522024584,-0.005884640235
Youshui,2.89500,O-H,0.8623108421,0.01697325729,1.077629927,0.02370052218,-0.2153190852
Youshui,2.89500,O-O,2.381295817,0.05494072534,2.459659627,0.07456019056,-0.07836380968
Youshui,2.90500,O-H,0.8970586141,0.01663256193,1.169200434,0.02663527876,-0.2721418196
Youshui,2.90500,O-O,2.064477791,0.05482693325,2.06459758,0.06870556447,-0.0001197889381
Youshui,2.91500,O-H,0.9451961146,0.01749462406,1.183611301,0.02586694567,-0.2384151865
Youshui,2.91500,O-O,1.644368184,0.04475618323,1.833514054,0.06633646693,-0.1891458696
Youshui,2.92500,O-H,1.057536972,0.01851701208,1.277727432,0.02782213526,-0.2201904601
Youshui,2.92500,O-O,1.586082872,0.0439869022,1.633338482,0.06145712686,-0.04725560996
Youshui,2.93500,O-H,1.139376084,0.01963542188,1.346152878,0.02692268372,-0.2067767938
Youshui,2.93500,O-O,1.31885015,0.04254159185,1.401328332,0.05717694052,-0.08247818181
Youshui,2.94500,O-H,1.185760551,0.01923421591,1.449102385,0.02756848666,-0.263341834
Youshui,2.94500,O-O,1.097864199,0.03699509474,1.421538448,0.05724051553,-0.3236742487
Youshui,2.95500,O-H,1.253910792,0.02037131557,1.455533508,0.02845615812,-0.2016227168
Youshui,2.95500,O-O,1.011934098,0.0354825237,1.144074729,0.04928081294,-0.1321406312
Youshui,2.96500,O-H,1.353755194,0.02110750903,1.504628049,0.02905493871,-0.1508728549
Youshui,2.96500,O-O,0.8875256929,0.03427948291,1.073238854,0.04977194776,-0.1857131611
Youshui,2.97500,O-H,1.444050343,0.0206194524,1.596630368,0.02998621368,-0.1525800246
Youshui,2.97500,O-O,0.8213224597,0.03177259156,0.9943696545,0.04952026043,-0.1730471947
Youshui,2.98500,O-H,1.510835863,0.02141201203,1.689012726,0.03122524011,-0.1781768634
Youshui,2.98500,O-O,0.7169033501,0.02932217443,0.9120822854,0.04697032527,-0.1951789353
Youshui,2.99500,O-H,1.577894542,0.02158857212,1.755623061,0.03121108506,-0.1777285184
Youshui,2.99500,O-O,0.599300276,0.027180273,0.9148408009,0.04484252762,-0.3155405249
Youshui,3.00500,O-H,1.667786257,0.0212837818,1.829424751,0.03099813288,-0.1616384939
Youshui,3.00500,O-O,0.543499031,0.02486122544,0.7397411679,0.04012460189,-0.196242137
Youshui,3.01500,O-H,1.732852336,0.02197753382,1.894687446,0.03033972894,-0.1618351097
Youshui,3.01500,O-O,0.5231400765,0.02406267464,0.7849946754,0.04171246397,-0.2618545988
Youshui,3.02500,O-H,1.784714632,0.02229523227,1.937162777,0.03059280225,-0.1524481448
Youshui,3.02500,O-O,0.4495233256,0.02351869519,0.77114862,0.04059150523,-0.3216252944
Youshui,3.03500,O-H,1.895829397,0.02369410467,1.961008263,0.03365017454,-0.06517886633
Youshui,3.03500,O-O,0.4382962063,0.02301012606,0.6111387162,0.0351679216,-0.1728425099
Youshui,3.04500,O-H,1.969295983,0.02389961593,1.996615905,0.02987483154,-0.02731992196
Youshui,3.04500,O-O,0.4154701851,0.02108265575,0.6648514894,0.03911759113,-0.2493813043
Youshui,3.05500,O-H,2.043485574,0.02455859363,2.04008996,0.03125999216,0.003395614074
Youshui,3.05500,O-O,0.3812734124,0.02085988607,0.6435155605,0.03750022974,-0.2622421481
Youshui,3.06500,O-H,2.088977235,0.02473925392,2.153149514,0.03290252508,-0.06417227886
Youshui,3.06500,O-O,0.3822646889,0.02107802101,0.5865738451,0.03613103358,-0.2043091562
Youshui,3.07500,O-H,2.172972198,0.02586204667,2.211489621,0.03340878113,-0.0385174233
Youshui,3.07500,O-O,0.3360499338,0.01975775316,0.5261654651,0.03484136075,-0.1901155313
Youshui,3.08500,O-H,2.232449194,0.02545455483,2.218731857,0.03339733594,0.01371733665
Youshui,3.08500,O-O,0.3281578256,0.01935808748,0.587323844,0.03755508603,-0.2591660183
Youshui,3.09500,O-H,2.266477751,0.0248711616,2.27988681,0.03392315747,-0.01340905917
Youshui,3.09500,O-O,0.3078642015,0.01801813477,0.5173179708,0.03179930623,-0.2094537693
Youshui,3.10500,O-H,2.281386281,0.02434598484,2.292584225,0.03307905968,-0.01119794399
Youshui,3.10500,O-O,0.3081418235,0.01869976865,0.6044536261,0.03480338241,-0.2963118026
Youshui,3.11500,O-H,2.362937773,0.02526227113,2.373534358,0.03358465833,-0.01059658499
Youshui,3.11500,O-O,0.3140169869,0.01895283633,0.5944505802,0.03577815599,-0.2804335933
Youshui,3.12500,O-H,2.379967506,0.02458578573,2.464407086,0.03436975685,-0.08443958009
Youshui,3.12500,O-O,0.2874953851,0.01780952039,0.5865927217,0.03508955268,-0.2990973366
Youshui,3.13500,O-H,2.422926011,0.02528795189,2.403980439,0.03400825911,0.01894557253
Youshui,3.13500,O-O,0.2701630518,0.01702623577,0.627226172,0.03873227139,-0.3570631203
Youshui,3.14500,O-H,2.491318375,0.02477635848,2.442052133,0.03416438915,0.04926624123
Youshui,3.14500,O-O,0.2409428455,0.01635702712,0.6332637938,0.03802917771,-0.3923209483
Youshui,3.15500,O-H,2.54478734,0.02574051051,2.450150581,0.03451480652,0.09463675948
Youshui,3.15500,O-O,0.2634690088,0.01689809857,0.5874381757,0.03440337544,-0.3239691669
Youshui,3.16500,O-H,2.515079049,0.02556955074,2.541968916,0.03590308541,-0.02688986685
Youshui,3.16500,O-O,0.2585477441,0.01708539487,0.6252857535,0.03670641316,-0.3667380095
Youshui,3.17500,O-H,2.543154349,0.02644782623,2.533250058,0.03619256108,0.009904290586
Youshui,3.17500,O-O,0.2428881268,0.0163848112,0.5682628508,0.03410662319,-0.325374724
Youshui,3.18500,O-H,2.553909462,0.02587966244,2.527479509,0.03464645354,0.0264299529
Youshui,3.18500,O-O,0.2274197703,0.01587705438,0.5627461065,0.0342319165,-0.3353263362
Youshui,3.19500,O-H,2.577089924,0.02599525311,2.51838191,0.03385969949,0.05870801379
Youshui,3.19500,O-O,0.2377247335,0.01621175737,0.6504920134,0.03727904173,-0.4127672799
Youshui,3.20500,O-H,2.574347582,0.0267098484,2.476061676,0.03424813771,0.09828590585
Youshui,3.20500,O-O,0.2701440124,0.01747107622,0.6560874618,0.03544688707,-0.3859434494
Youshui,3.21500,O-H,2.546942447,0.02559091693,2.608124928,0.03588893719,-0.06118248053
Youshui,3.21500,O-O,0.2832054203,0.01738374213,0.6731069163,0.03433618446,-0.3899014961
Youshui,3.22500,O-H,2.506677576,0.02513429651,2.505560758,0.03313996033,0.001116817897
Youshui,3.22500,O-O,0.229137365,0.0160406427,0.6994320347,0.0377169661,-0.4702946697
Youshui,3.23500,O-H,2.543990573,0.02551502856,2.54657075,0.03322730831,-0.002580176522
Youshui,3.23500,O-O,0.2651568495,0.01714854046,0.6610217542,0.03849808101,-0.3958649047
Youshui,3.24500,O-H,2.54667133,0.02501189103,2.526724724,0.03252958856,0.01994660605
Youshui,3.24500,O-O,0.25215737,0.01615806298,0.7077784579,0.03662128292,-0.4556210879
Youshui,3.25500,O-H,2.466759019,0.02484746873,2.586832103,0.0339109465,-0.1200730839
Youshui,3.25500,O-O,0.2937482523,0.01773642107,0.74833646,0.03979930481,-0.4545882077
Youshui,3.26500,O-H,2.412932119,0.02365908865,2.571468758,0.03521027807,-0.1585366391
Youshui,3.26500,O-O,0.3031805415,0.01816901119,0.7772286701,0.03863530562,-0.4740481286
Youshui,3.27500,O-H,2.448223734,0.02464816494,2.470171095,0.03468955039,-0.02194736088
Youshui,3.27500,O-O,0.2729234922,0.01637979039,0.7188957175,0.03702445047,-0.4459722253
Youshui,3.28500,O-H,2.413709227,0.024070986,2.484124283,0.03334869513,-0.07041505572
Youshui,3.28500,O-O,0.3005085041,0.01738449112,0.7586093824,0.0367507486,-0.4581008784
Youshui,3.29500,O-H,2.416370513,0.02437136037,2.460520869,0.03251215399,-0.04415035553
Youshui,3.29500,O-O,0.2886641841,0.01727506057,0.7777457904,0.03584329603,-0.4890816063
Youshui,3.30500,O-H,2.34775915,0.02438049774,2.410326119,0.0328788356,-0.06256696813
Youshui,3.30500,O-O,0.2879162449,0.01712504167,0.7167918817,0.03513149389,-0.4288756368
Youshui,3.31500,O-H,2.278466298,0.02306710025,2.366025233,0.03326918979,-0.0875589353
Youshui,3.31500,O-O,0.2683573421,0.01643809518,0.7683895423,0.04014842655,-0.5000322002
Youshui,3.32500,O-H,2.274484253,0.02351564325,2.30719096,0.03019671165,-0.03270670724
Youshui,3.32500,O-O,0.2746199997,0.01638673581,0.6830941881,0.03797348778,-0.4084741884
Youshui,3.33500,O-H,2.252184759,0.02297833635,2.332462124,0.03146361332,-0.08027736474
Youshui,3.33500,O-O,0.293522122,0.01717097445,0.8215767957,0.04047879974,-0.5280546737
Youshui,3.34500,O-H,2.252399997,0.02272375848,2.33032397,0.03154056719,-0.07792397303
Youshui,3.34500,O-O,0.2898246247,0.01710156878,0.7670692441,0.03705362738,-0.4772446195
Youshui,3.35500,O-H,2.15132005,0.02311936309,2.271321691,0.03196759022,-0.1200016407
Youshui,3.35500,O-O,0.3084017958,0.0171105563,0.8135717243,0.03894959231,-0.5051699285
Youshui,3.36500,O-H,2.150867641,0.02242154696,2.283293487,0.03042469634,-0.1324258457
Youshui,3.36500,O-O,0.3478962116,0.01900225187,0.8069928928,0.04037211247,-0.4590966812
Youshui,3.37500,O-H,2.085640611,0.02150656446,2.20374351,0.03205205171,-0.1181028987
Youshui,3.37500,O-O,0.3362841336,0.01787546253,0.7430520629,0.03662172201,-0.4067679293
Youshui,3.38500,O-H,2.03191139,0.02153254103,2.196710274,0.03221898556,-0.1647988844
Youshui,3.38500,O-O,0.3219538494,0.01709697863,0.795755064,0.03606221716,-0.4738012146
Youshui,3.39500,O-H,2.011583224,0.02138286516,2.145223621,0.03043722496,-0.1336403967
Youshui,3.39500,O-O,0.3191158788,0.01724829834,0.9011366579,0.03980940391,-0.5820207791
Youshui,3.40500,O-H,1.965553309,0.0218228666,2.130535179,0.02962187774,-0.1649818697
Youshui,3.40500,O-O,0.3407090473,0.01832614613,0.8873032136,0.03869836201,-0.5465941663
Youshui,3.41500,O-H,1.948080351,0.0208567852,2.099228126,0.02978723329,-0.1511477758
Youshui,3.41500,O-O,0.3751076423,0.01853088283,0.8294254114,0.03716827378,-0.4543177691
Youshui,3.42500,O-H,1.973297731,0.02047822131,2.065751456,0.0296821282,-0.0924537245
Youshui,3.42500,O-O,0.3543671766,0.01946049881,0.8634529571,0.03707295334,-0.5090857805
Youshui,3.43500,O-H,1.896143053,0.02041841246,2.01813926,0.02884226286,-0.1219962078
Youshui,3.43500,O-O,0.3698300266,0.01854195034,0.8668324351,0.03841873868,-0.4970024084
Youshui,3.44500,O-H,1.862555349,0.02024035016,1.98174529,0.02819555275,-0.1191899405
Youshui,3.44500,O-O,0.373187628,0.01846071224,0.8250636101,0.03886473375,-0.4518759821
Youshui,3.45500,O-H,1.834491121,0.01991726848,1.992796057,0.02914750128,-0.1583049362
Youshui,3.45500,O-O,0.3901745589,0.0190530474,0.8136524091,0.03810726207,-0.4234778502
Youshui,3.46500,O-H,1.78996774,0.01975121423,1.961781918,0.03091235143,-0.1718141786
Youshui,3.46500,O-O,0.3815811409,0.01852540511,0.8188684496,0.0381465864,-0.4372873087
Youshui,3.47500,O-H,1.723052378,0.01948785346,1.878910535,0.02775603511,-0.155858157
Youshui,3.47500,O-O,0.3748823544,0.01781799957,0.8650474672,0.03592946473,-0.4901651129
Youshui,3.48500,O-H,1.746518803,0.01916999361,1.882621781,0.02691587622,-0.1361029773
Youshui,3.48500,O-O,0.4121578297,0.01888829461,0.816024847,0.03709554512,-0.4038670173
Youshui,3.49500,O-H,1.680995829,0.01833279793,1.867065346,0.0272663222,-0.186069517
Youshui,3.49500,O-O,0.4106935239,0.0197300024,0.8681571909,0.03741576503,-0.457463667
Youshui,3.50500,O-H,1.648715765,0.01888799078,1.797580998,0.02847456667,-0.148865233
Youshui,3.50500,O-O,0.4437853612,0.01908067652,0.7986713414,0.03772531554,-0.3548859802
Youshui,3.51500,O-H,1.642820822,0.01782321187,1.779065193,0.02675764197,-0.1362443706
Youshui,3.51500,O-O,0.4500715221,0.01973150201,0.912852388,0.03927354157,-0.4627808659
Youshui,3.52500,O-H,1.615600333,0.01889569919,1.752868106,0.02604268845,-0.1372677736
Youshui,3.52500,O-O,0.4116147316,0.02006846064,0.8263241909,0.03621008261,-0.4147094593
Youshui,3.53500,O-H,1.630936722,0.01891620573,1.731238315,0.02550221007,-0.1003015921
Youshui,3.53500,O-O,0.4693763733,0.02076297939,0.8835178142,0.03753262334,-0.4141414409
Youshui,3.54500,O-H,1.547489367,0.01841637597,1.663959538,0.02535868795,-0.1164701713
Youshui,3.54500,O-O,0.434692889,0.01936252911,0.9069311504,0.03674632061,-0.4722382614
Youshui,3.55500,O-H,1.525427713,0.01861139343,1.716838162,0.02567091218,-0.1914104491
Youshui,3.55500,O-O,0.486497415,0.02058944644,0.8265523404,0.0362814542,-0.3400549254
Youshui,3.56500,O-H,1.557394,0.0177564571,1.666480442,0.02604506803,-0.1090864415
Youshui,3.56500,O-O,0.4871968806,0.02042864474,0.9264166101,0.03753841695,-0.4392197295
Youshui,3.57500,O-H,1.471059492,0.01753847713,1.648762366,0.02570320522,-0.177702874
Youshui,3.57500,O-O,0.4878809179,0.02044670194,0.87006105,0.03701897134,-0.3821801321
Youshui,3.58500,O-H,1.508141836,0.01802162394,1.616393449,0.02380704613,-0.1082516138
Youshui,3.58500,O-O,0.5461258061,0.02082580023,0.9484965497,0.03688786725,-0.4023707436
Youshui,3.59500,O-H,1.482956315,0.01808100046,1.620263746,0.02553575619,-0.1373074314
Youshui,3.59500,O-O,0.5245677209,0.02046726694,0.9984404339,0.03703341538,-0.473872713
Youshui,3.60500,O-H,1.466486752,0.01776183267,1.621811158,0.02607301983,-0.1553244065
Youshui,3.60500,O-O,0.5501310259,0.02192084517,0.9715560421,0.03876226699,-0.4214250162
Youshui,3.61500,O-H,1.491627679,0.0177837854,1.558653128,0.02351602464,-0.0670254485
Youshui,3.61500,O-O,0.5354336709,0.02079364837,0.9252353048,0.03703620169,-0.3898016339
Youshui,3.62500,O-H,1.411575538,0.01717385186,1.576085814,0.02385932732,-0.164510276
Youshui,3.62500,O-O,0.5805148134,0.02190382084,1.021201897,0.03768510629,-0.4406870831
Youshui,3.63500,O-H,1.461255091,0.01734498478,1.526022317,0.02362182794,-0.06476722625
Youshui,3.63500,O-O,0.6316810453,0.02324624914,1.009590374,0.03985935314,-0.3779093288
Youshui,3.64500,O-H,1.433669751,0.01694541859,1.512145817,0.02230038882,-0.0784760664
Youshui,3.64500,O-O,0.626581666,0.0241557045,0.9727281837,0.03855020686,-0.3461465177
Youshui,3.65500,O-H,1.412386125,0.01607239044,1.491816582,0.02343155708,-0.07943045761
Youshui,3.65500,O-O,0.6606286534,0.02348604869,1.041600836,0.03937873423,-0.3809721828
Youshui,3.66500,O-H,1.435833548,0.01689214202,1.548052637,0.02346535747,-0.1122190884
Youshui,3.66500,O-O,0.7007763969,0.02329469488,0.9488596675,0.03842160677,-0.2480832706
Youshui,3.67500,O-H,1.393083892,0.01645967199,1.512152227,0.02341645113,-0.1190683347
Youshui,3.67500,O-O,0.6848816914,0.02340125636,1.055244693,0.03886819942,-0.3703630019
Youshui,3.68500,O-H,1.399357057,0.0168388582,1.514387951,0.02425768069,-0.1150308944
Youshui,3.68500,O-O,0.7733278453,0.02536421521,1.11375208,0.03988439449,-0.3404242352
Youshui,3.69500,O-H,1.393167884,0.01666441238,1.495111291,0.02314278949,-0.1019434067
Youshui,3.69500,O-O,0.7197309612,0.02395898322,1.080147404,0.04146535225,-0.3604164429
Youshui,3.70500,O-H,1.389955388,0.01683890271,1.458228448,0.02105339858,-0.06827306031
Youshui,3.70500,O-O,0.7618303761,0.02403841369,1.208615086,0.04122109432,-0.4467847102
Youshui,3.71500,O-H,1.411239718,0.01619839066,1.494275346,0.02261628016,-0.08303562809
Youshui,3.71500,O-O,0.7995242529,0.02547435318,1.114507676,0.04065141058,-0.3149834233
