layer_index,z_min_A,z_max_A,water_count,wavenumber_cm-1,VDOS_area_normalized_mean_unsmoothed,VDOS_SEM_50_blocks
4,16.0,20.0,2,3939.492946,2.235687689e-05,1.784009772e-06
4,16.0,20.0,2,3941.528859,2.307463975e-05,1.878470622e-06
4,16.0,20.0,2,3943.564773,2.274504926e-05,1.701861996e-06
4,16.0,20.0,2,3945.600687,2.121096272e-05,1.435688392e-06
4,16.0,20.0,2,3947.6366,2.060309253e-05,1.51048947e-06
4,16.0,20.0,2,3949.672514,2.173054278e-05,1.767440393e-06
4,16.0,20.0,2,3951.708428,2.277023206e-05,2.006816256e-06
4,16.0,20.0,2,3953.744341,2.249402829e-05,2.055291985e-06
4,16.0,20.0,2,3955.780255,2.157594266e-05,1.910678161e-06
4,16.0,20.0,2,3957.816169,2.125392161e-05,1.821239991e-06
4,16.0,20.0,2,3959.852082,2.134161247e-05,1.84809278e-06
4,16.0,20.0,2,3961.887996,2.05244121e-05,1.829404768e-06
4,16.0,20.0,2,3963.92391,1.922454846e-05,1.689897555e-06
4,16.0,20.0,2,3965.959823,1.884522763e-05,1.595721865e-06
4,16.0,20.0,2,3967.995737,1.962633954e-05,1.627407528e-06
4,16.0,20.0,2,3970.031651,2.102984763e-05,1.80950836e-06
4,16.0,20.0,2,3972.067564,2.197793462e-05,1.926496478e-06
4,16.0,20.0,2,3974.103478,2.158633289e-05,1.885823646e-06
4,16.0,20.0,2,3976.139392,2.060823733e-05,1.963698971e-06
4,16.0,20.0,2,3978.175305,2.020580835e-05,2.086859221e-06
4,16.0,20.0,2,3980.211219,1.956549234e-05,1.862845733e-06
4,16.0,20.0,2,3982.247133,1.852085187e-05,1.447970968e-06
4,16.0,20.0,2,3984.283046,1.827621221e-05,1.220460485e-06
4,16.0,20.0,2,3986.31896,1.865215757e-05,1.318954251e-06
4,16.0,20.0,2,3988.354874,1.885343301e-05,1.535648617e-06
4,16.0,20.0,2,3990.390787,1.81767775e-05,1.515336771e-06
4,16.0,20.0,2,3992.426701,1.735655658e-05,1.390204871e-06
4,16.0,20.0,2,3994.462615,1.768487279e-05,1.279125129e-06
4,16.0,20.0,2,3996.498528,1.852977492e-05,1.337842622e-06
4,16.0,20.0,2,3998.534442,1.911888198e-05,1.672714481e-06
5,20.0,24.0,14,1201.189064,5.833681836e-05,2.025535175e-06
5,20.0,24.0,14,1203.224977,5.759402243e-05,1.817536435e-06
5,20.0,24.0,14,1205.260891,5.699320644e-05,1.705711622e-06
5,20.0,24.0,14,1207.296805,5.737420733e-05,1.817750965e-06
5,20.0,24.0,14,1209.332718,5.785167435e-05,1.982806832e-06
5,20.0,24.0,14,1211.368632,5.733236306e-05,2.004843782e-06
5,20.0,24.0,14,1213.404546,5.572089028e-05,1.918929639e-06
5,20.0,24.0,14,1215.440459,5.464067103e-05,1.749409182e-06
5,20.0,24.0,14,1217.476373,5.538101155e-05,1.606529798e-06
5,20.0,24.0,14,1219.512287,5.616327912e-05,1.577315174e-06
5,20.0,24.0,14,1221.5482,5.541720052e-05,1.585365398e-06
5,20.0,24.0,14,1223.584114,5.446360954e-05,1.601736297e-06
5,20.0,24.0,14,1225.620028,5.413887173e-05,1.533695818e-06
5,20.0,24.0,14,1227.655941,5.435595496e-05,1.4087855e-06
5,20.0,24.0,14,1229.691855,5.495157703e-05,1.398984779e-06
5,20.0,24.0,14,1231.727769,5.502484886e-05,1.387470481e-06
5,20.0,24.0,14,1233.763682,5.481134703e-05,1.384514922e-06
5,20.0,24.0,14,1235.799596,5.513454798e-05,1.598635735e-06
5,20.0,24.0,14,1237.83551,5.505384874e-05,1.64738571e-06
5,20.0,24.0,14,1239.871423,5.412287116e-05,1.507470254e-06
5,20.0,24.0,14,1241.907337,5.370518232e-05,1.427935277e-06
5,20.0,24.0,14,1243.943251,5.39533683e-05,1.480018767e-06
5,20.0,24.0,14,1245.979164,5.410069764e-05,1.503021437e-06
5,20.0,24.0,14,1248.015078,5.430721786e-05,1.525149856e-06
5,20.0,24.0,14,1250.050992,5.426123209e-05,1.59727329e-06
5,20.0,24.0,14,1252.086905,5.363660097e-05,1.574082293e-06
5,20.0,24.0,14,1254.122819,5.368769652e-05,1.455430167e-06
5,20.0,24.0,14,1256.158733,5.471301531e-05,1.482263368e-06
5,20.0,24.0,14,1258.194646,5.484620347e-05,1.444361676e-06
5,20.0,24.0,14,1260.23056,5.38574073e-05,1.435732161e-06
5,20.0,24.0,14,1262.266474,5.347862992e-05,1.45130956e-06
5,20.0,24.0,14,1264.302387,5.389663083e-05,1.489837514e-06
5,20.0,24.0,14,1266.338301,5.404410765e-05,1.582360068e-06
5,20.0,24.0,14,1268.374215,5.375003685e-05,1.699142977e-06
5,20.0,24.0,14,1270.410128,5.346957048e-05,1.737595595e-06
5,20.0,24.0,14,1272.446042,5.361642776e-05,1.549410344e-06
5,20.0,24.0,14,1274.481956,5.417138449e-05,1.409356663e-06
5,20.0,24.0,14,1276.517869,5.428502806e-05,1.465138717e-06
5,20.0,24.0,14,1278.553783,5.35731199e-05,1.626185409e-06
5,20.0,24.0,14,1280.589697,5.313742432e-05,1.65087487e-06
5,20.0,24.0,14,1282.62561,5.396534155e-05,1.660934348e-06
5,20.0,24.0,14,1284.661524,5.519067374e-05,1.725167106e-06
5,20.0,24.0,14,1286.697438,5.579088582e-05,1.759603997e-06
5,20.0,24.0,14,1288.733351,5.57573139e-05,1.73490114e-06
5,20.0,24.0,14,1290.769265,5.557144046e-05,1.718489651e-06
5,20.0,24.0,14,1292.805179,5.651397619e-05,1.69264222e-06
5,20.0,24.0,14,1294.841092,5.833963953e-05,1.752724745e-06
5,20.0,24.0,14,1296.877006,5.906324677e-05,1.69384751e-06
5,20.0,24.0,14,1298.91292,5.840504771e-05,1.569402655e-06
5,20.0,24.0,14,1300.948833,5.756277531e-05,1.456081867e-06
5,20.0,24.0,14,1302.984747,5.708433426e-05,1.501189114e-06
5,20.0,24.0,14,1305.020661,5.750875782e-05,1.528663896e-06
5,20.0,24.0,14,1307.056574,5.891537434e-05,1.52381606e-06
5,20.0,24.0,14,1309.092488,5.984981885e-05,1.546401915e-06
5,20.0,24.0,14,1311.128402,5.986007679e-05,1.736305878e-06
5,20.0,24.0,14,1313.164315,5.98553349e-05,1.727329716e-06
5,20.0,24.0,14,1315.200229,6.006736932e-05,1.692611003e-06
5,20.0,24.0,14,1317.236143,5.966586115e-05,1.674908666e-06
5,20.0,24.0,14,1319.272056,5.921135077e-05,1.634819762e-06
5,20.0,24.0,14,1321.30797,6.03540616e-05,1.794424333e-06
5,20.0,24.0,14,1323.343884,6.210482327e-05,1.733180797e-06
5,20.0,24.0,14,1325.379797,6.249305268e-05,1.542730451e-06
5,20.0,24.0,14,1327.415711,6.164013339e-05,1.628712903e-06
5,20.0,24.0,14,1329.451625,6.101828121e-05,1.672428527e-06
5,20.0,24.0,14,1331.487538,6.158775169e-05,1.934831582e-06
5,20.0,24.0,14,1333.523452,6.307815441e-05,2.178314882e-06
5,20.0,24.0,14,1335.559366,6.447945103e-05,2.179010072e-06
5,20.0,24.0,14,1337.595279,6.480050636e-05,2.064380007e-06
5,20.0,24.0,14,1339.631193,6.435065933e-05,2.202436901e-06
5,20.0,24.0,14,1341.667107,6.448570324e-05,2.164666656e-06
5,20.0,24.0,14,1343.70302,6.497217527e-05,2.0883751e-06
5,20.0,24.0,14,1345.738934,6.475579519e-05,2.265609615e-06
5,20.0,24.0,14,1347.774848,6.47961872e-05,2.34814085e-06
5,20.0,24.0,14,1349.810761,6.574571853e-05,2.496960218e-06
5,20.0,24.0,14,1351.846675,6.673164175e-05,2.643277283e-06
5,20.0,24.0,14,1353.882589,6.709582447e-05,2.437323472e-06
5,20.0,24.0,14,1355.918502,6.711460021e-05,2.207431425e-06
5,20.0,24.0,14,1357.954416,6.787259201e-05,2.275758736e-06
5,20.0,24.0,14,1359.99033,6.910971345e-05,2.359439464e-06
5,20.0,24.0,14,1362.026243,6.988279889e-05,2.366485027e-06
5,20.0,24.0,14,1364.062157,7.058608251e-05,2.229201091e-06
5,20.0,24.0,14,1366.098071,7.197879201e-05,2.220275436e-06
5,20.0,24.0,14,1368.133984,7.387971949e-05,2.539482966e-06
5,20.0,24.0,14,1370.169898,7.531177339e-05,2.723470491e-06
5,20.0,24.0,14,1372.205812,7.604303644e-05,2.739083184e-06
5,20.0,24.0,14,1374.241725,7.701989223e-05,2.554030019e-06
5,20.0,24.0,14,1376.277639,7.883235822e-05,2.302859411e-06
5,20.0,24.0,14,1378.313553,8.056307329e-05,2.390664387e-06
5,20.0,24.0,14,1380.349466,8.150572146e-05,2.659256615e-06
5,20.0,24.0,14,1382.38538,8.1690289e-05,2.840534903e-06
5,20.0,24.0,14,1384.421294,8.112123375e-05,3.155316519e-06
5,20.0,24.0,14,1386.457207,8.129979287e-05,3.267436483e-06
5,20.0,24.0,14,1388.493121,8.377480135e-05,3.402740413e-06
5,20.0,24.0,14,1390.529035,8.659226764e-05,3.610022934e-06
5,20.0,24.0,14,1392.564948,8.816476564e-05,3.476075347e-06
5,20.0,24.0,14,1394.600862,8.898829884e-05,3.244543411e-06
5,20.0,24.0,14,1396.636776,8.879160509e-05,3.049740572e-06
5,20.0,24.0,14,1398.672689,8.851018881e-05,2.733050687e-06
5,20.0,24.0,14,1400.708603,9.005810173e-05,2.641981188e-06
5,20.0,24.0,14,1402.744517,9.180013497e-05,3.110168737e-06
5,20.0,24.0,14,1404.78043,9.146900364e-05,3.667375643e-06
5,20.0,24.0,14,1406.816344,9.088427151e-05,3.62766149e-06
5,20.0,24.0,14,1408.852258,9.228637719e-05,3.725694814e-06
5,20.0,24.0,14,1410.888171,9.45478533e-05,4.053537048e-06
5,20.0,24.0,14,1412.924085,9.599545671e-05,3.861615761e-06
5,20.0,24.0,14,1414.959999,9.767010168e-05,3.42905313e-06
5,20.0,24.0,14,1416.995912,9.905625755e-05,3.587690909e-06
5,20.0,24.0,14,1419.031826,9.790954822e-05,3.951753216e-06
5,20.0,24.0,14,1421.06774,9.662109986e-05,4.030754765e-06
5,20.0,24.0,14,1423.103653,9.810155882e-05,3.918363498e-06
5,20.0,24.0,14,1425.139567,0.000101497836,3.537332822e-06
5,20.0,24.0,14,1427.175481,0.0001050993228,3.400750567e-06
5,20.0,24.0,14,1429.211394,0.0001082316827,3.765131793e-06
5,20.0,24.0,14,1431.247308,0.0001097945422,4.034171983e-06
5,20.0,24.0,14,1433.283222,0.0001095402386,4.089842341e-06
5,20.0,24.0,14,1435.319135,0.0001095562321,3.732752193e-06
5,20.0,24.0,14,1437.355049,0.0001106668815,3.33919403e-06
5,20.0,24.0,14,1439.390963,0.0001126640617,3.52213631e-06
5,20.0,24.0,14,1441.426876,0.0001148968485,4.124314895e-06
5,20.0,24.0,14,1443.46279,0.0001172703142,4.426663219e-06
5,20.0,24.0,14,1445.498704,0.0001202299191,4.542853413e-06
5,20.0,24.0,14,1447.534617,0.0001229540853,4.857440287e-06
5,20.0,24.0,14,1449.570531,0.000128015348,5.586153939e-06
5,20.0,24.0,14,1451.606445,0.0001369255633,6.237157704e-06
5,20.0,24.0,14,1453.642358,0.0001439556565,6.179874153e-06
5,20.0,24.0,14,1455.678272,0.0001457531968,6.139162247e-06
5,20.0,24.0,14,1457.714186,0.0001452509249,5.943294699e-06
5,20.0,24.0,14,1459.750099,0.000145094287,5.559242791e-06
5,20.0,24.0,14,1461.786013,0.0001467583828,5.315699283e-06
5,20.0,24.0,14,1463.821927,0.0001500647363,4.834370002e-06
5,20.0,24.0,14,1465.85784,0.0001501693495,5.034815149e-06
5,20.0,24.0,14,1467.893754,0.0001469169272,5.634902091e-06
5,20.0,24.0,14,1469.929668,0.000149345785,6.509792257e-06
5,20.0,24.0,14,1471.965581,0.0001600249823,6.634874196e-06
5,20.0,24.0,14,1474.001495,0.0001713652916,6.85238059e-06
5,20.0,24.0,14,1476.037409,0.000176917251,7.989626748e-06
5,20.0,24.0,14,1478.073322,0.0001778599809,8.103339233e-06
5,20.0,24.0,14,1480.109236,0.0001802728799,7.411389934e-06
5,20.0,24.0,14,1482.14515,0.0001846794541,7.272984094e-06
5,20.0,24.0,14,1484.181063,0.0001873412036,6.696776434e-06
5,20.0,24.0,14,1486.216977,0.0001904755056,7.175252231e-06
5,20.0,24.0,14,1488.252891,0.0001988956643,8.656282381e-06
5,20.0,24.0,14,1490.288804,0.0002122066122,9.413856145e-06
5,20.0,24.0,14,1492.324718,0.0002227478502,9.776320054e-06
5,20.0,24.0,14,1494.360632,0.0002264494227,9.702130766e-06
5,20.0,24.0,14,1496.396545,0.0002276259025,1.004513232e-05
5,20.0,24.0,14,1498.432459,0.0002304019166,9.903808167e-06
5,20.0,24.0,14,1500.468373,0.0002364956577,9.861999124e-06
5,20.0,24.0,14,1502.504286,0.0002466192001,1.066989036e-05
5,20.0,24.0,14,1504.5402,0.000260397826,1.239277059e-05
5,20.0,24.0,14,1506.576114,0.0002780968854,1.309022055e-05
5,20.0,24.0,14,1508.612027,0.000293956846,1.304477757e-05
5,20.0,24.0,14,1510.647941,0.0002981117041,1.3860119e-05
5,20.0,24.0,14,1512.683855,0.0002921885651,1.419674437e-05
5,20.0,24.0,14,1514.719768,0.0002911544975,1.367976642e-05
5,20.0,24.0,14,1516.755682,0.0003030402861,1.310585813e-05
5,20.0,24.0,14,1518.791596,0.0003170900084,1.333128814e-05
5,20.0,24.0,14,1520.827509,0.0003256414442,1.460055333e-05
5,20.0,24.0,14,1522.863423,0.0003369057714,1.628213345e-05
5,20.0,24.0,14,1524.899337,0.0003572237779,1.682972835e-05
5,20.0,24.0,14,1526.93525,0.0003769416489,1.66077753e-05
5,20.0,24.0,14,1528.971164,0.0003835753372,1.661872042e-05
5,20.0,24.0,14,1531.007078,0.0003841179786,1.686346577e-05
5,20.0,24.0,14,1533.042991,0.0003928071693,1.775258285e-05
5,20.0,24.0,14,1535.078905,0.0004111901162,1.999193703e-05
5,20.0,24.0,14,1537.114819,0.0004362954413,2.25579948e-05
5,20.0,24.0,14,1539.150732,0.0004623527774,2.407307371e-05
5,20.0,24.0,14,1541.186646,0.0004800094506,2.502992131e-05
5,20.0,24.0,14,1543.22256,0.0004902258707,2.487518258e-05
5,20.0,24.0,14,1545.258473,0.0005013644924,2.23673405e-05
5,20.0,24.0,14,1547.294387,0.0005183575564,2.167534314e-05
5,20.0,24.0,14,1549.330301,0.0005443635963,2.312500879e-05
5,20.0,24.0,14,1551.366214,0.0005779527819,2.484105122e-05
5,20.0,24.0,14,1553.402128,0.0006070805555,2.626905333e-05
5,20.0,24.0,14,1555.438042,0.0006209506408,2.709210491e-05
5,20.0,24.0,14,1557.473955,0.0006199801421,2.678738427e-05
5,20.0,24.0,14,1559.509869,0.0006153143553,2.732724424e-05
5,20.0,24.0,14,1561.545783,0.0006312841007,3.115276463e-05
5,20.0,24.0,14,1563.581696,0.0006659874875,3.496452077e-05
5,20.0,24.0,14,1565.61761,0.0006885779709,3.409475049e-05
5,20.0,24.0,14,1567.653524,0.0007012656745,3.073788709e-05
5,20.0,24.0,14,1569.689437,0.0007215851258,3.105800217e-05
5,20.0,24.0,14,1571.725351,0.0007409950161,3.22701791e-05
5,20.0,24.0,14,1573.761265,0.0007535995098,3.331934055e-05
5,20.0,24.0,14,1575.797178,0.0007758378174,3.478817316e-05
5,20.0,24.0,14,1577.833092,0.0008127535934,3.498951668e-05
5,20.0,24.0,14,1579.869006,0.0008446107376,3.443341975e-05
5,20.0,24.0,14,1581.904919,0.0008439452394,3.517780046e-05
5,20.0,24.0,14,1583.940833,0.000811903357,3.168975859e-05
5,20.0,24.0,14,1585.976747,0.0007852003322,2.729267017e-05
5,20.0,24.0,14,1588.01266,0.0008030979793,2.712554065e-05
5,20.0,24.0,14,1590.048574,0.0008479732888,3.042162071e-05
5,20.0,24.0,14,1592.084488,0.0008546303871,3.652721099e-05
5,20.0,24.0,14,1594.120401,0.0008270711273,3.904942879e-05
5,20.0,24.0,14,1596.156315,0.0008119516908,3.93155485e-05
5,20.0,24.0,14,1598.192229,0.0008062344867,3.623032309e-05
5,20.0,24.0,14,1600.228142,0.000796943271,3.180983105e-05
5,20.0,24.0,14,1602.264056,0.0007974801054,2.953872689e-05
5,20.0,24.0,14,1604.29997,0.0008066145847,2.649145374e-05
5,20.0,24.0,14,1606.335883,0.0008099699567,2.395046435e-05
5,20.0,24.0,14,1608.371797,0.0008071197,2.689821155e-05
5,20.0,24.0,14,1610.407711,0.000803018268,2.941590911e-05
5,20.0,24.0,14,1612.443624,0.0008130746451,3.074977413e-05
5,20.0,24.0,14,1614.479538,0.0008292087135,3.214718345e-05
5,20.0,24.0,14,1616.515452,0.0008179972002,2.898015487e-05
5,20.0,24.0,14,1618.551365,0.0007847329994,2.790517715e-05
5,20.0,24.0,14,1620.587279,0.0007646949691,3.153928369e-05
5,20.0,24.0,14,1622.623193,0.0007699797399,3.693437075e-05
5,20.0,24.0,14,1624.659106,0.0007840139322,3.930917797e-05
5,20.0,24.0,14,1626.69502,0.0007910726861,3.9173475e-05
5,20.0,24.0,14,1628.730934,0.0007918251278,3.757013222e-05
5,20.0,24.0,14,1630.766847,0.0007814974115,3.806706098e-05
5,20.0,24.0,14,1632.802761,0.0007572049209,3.927467977e-05
5,20.0,24.0,14,1634.838675,0.0007424858084,3.757129538e-05
5,20.0,24.0,14,1636.874588,0.0007445752194,3.555703694e-05
5,20.0,24.0,14,1638.910502,0.0007405939525,3.445845078e-05
5,20.0,24.0,14,1640.946416,0.0007206781923,3.729420469e-05
5,20.0,24.0,14,1642.982329,0.000702058786,3.604269589e-05
5,20.0,24.0,14,1645.018243,0.0006977452296,3.017838993e-05
5,20.0,24.0,14,1647.054157,0.0007078160711,2.857669638e-05
5,20.0,24.0,14,1649.09007,0.0007099911729,2.983589689e-05
5,20.0,24.0,14,1651.125984,0.0006712194074,2.912038049e-05
5,20.0,24.0,14,1653.161898,0.0006099197378,2.667080961e-05
5,20.0,24.0,14,1655.197811,0.0005758934714,2.554951517e-05
5,20.0,24.0,14,1657.233725,0.0005773000049,2.42044715e-05
5,20.0,24.0,14,1659.269639,0.0005798424456,2.683687979e-05
5,20.0,24.0,14,1661.305552,0.0005609970074,2.601965641e-05
5,20.0,24.0,14,1663.341466,0.0005398234991,2.363150557e-05
5,20.0,24.0,14,1665.37738,0.0005238360788,2.529025015e-05
5,20.0,24.0,14,1667.413293,0.0005011846037,2.407771256e-05
5,20.0,24.0,14,1669.449207,0.0004792871073,2.236034627e-05
5,20.0,24.0,14,1671.485121,0.0004614097487,2.294089715e-05
5,20.0,24.0,14,1673.521034,0.0004418407652,2.24274328e-05
5,20.0,24.0,14,1675.556948,0.0004262273808,2.165406426e-05
5,20.0,24.0,14,1677.592862,0.0004213025537,2.140828558e-05
5,20.0,24.0,14,1679.628775,0.000421701629,2.22940518e-05
5,20.0,24.0,14,1681.664689,0.0004164162979,2.123540457e-05
5,20.0,24.0,14,1683.700603,0.0004013115338,1.927926841e-05
5,20.0,24.0,14,1685.736516,0.0003790208607,1.853549287e-05
5,20.0,24.0,14,1687.77243,0.000354635373,1.924935941e-05
5,20.0,24.0,14,1689.808344,0.000327989071,1.81090274e-05
5,20.0,24.0,14,1691.844257,0.0002975567708,1.406319781e-05
5,20.0,24.0,14,1693.880171,0.0002827866367,1.328637288e-05
5,20.0,24.0,14,1695.916085,0.0002879367187,1.582730386e-05
5,20.0,24.0,14,1697.951998,0.0002805266653,1.468406388e-05
5,20.0,24.0,14,1699.987912,0.0002519671199,1.173417854e-05
5,20.0,24.0,14,1702.023826,0.0002320448987,1.096464227e-05
5,20.0,24.0,14,1704.059739,0.000230691548,1.077632335e-05
5,20.0,24.0,14,1706.095653,0.0002268425338,9.597284007e-06
5,20.0,24.0,14,1708.131567,0.0002118605763,9.056050088e-06
5,20.0,24.0,14,1710.16748,0.0001951695023,8.850792868e-06
5,20.0,24.0,14,1712.203394,0.000184432856,7.784744976e-06
5,20.0,24.0,14,1714.239308,0.0001771952994,6.943156671e-06
5,20.0,24.0,14,1716.275221,0.0001699455046,7.239508413e-06
5,20.0,24.0,14,1718.311135,0.0001665669072,9.077694389e-06
5,20.0,24.0,14,1720.347049,0.0001642429384,9.763204467e-06
5,20.0,24.0,14,1722.382962,0.0001541264968,8.701333645e-06
5,20.0,24.0,14,1724.418876,0.0001379641,7.339226682e-06
5,20.0,24.0,14,1726.45479,0.0001252730734,6.702132538e-06
5,20.0,24.0,14,1728.490703,0.0001218148367,6.442482804e-06
5,20.0,24.0,14,1730.526617,0.0001238354993,6.747076413e-06
5,20.0,24.0,14,1732.562531,0.0001236572438,6.94238374e-06
5,20.0,24.0,14,1734.598444,0.0001203680331,6.144455642e-06
5,20.0,24.0,14,1736.634358,0.0001162565067,5.537300997e-06
5,20.0,24.0,14,1738.670272,0.0001119205379,6.858337908e-06
5,20.0,24.0,14,1740.706185,0.0001090236788,7.699670209e-06
5,20.0,24.0,14,1742.742099,0.0001079705244,7.683140787e-06
5,20.0,24.0,14,1744.778013,0.0001059164845,7.456939374e-06
5,20.0,24.0,14,1746.813926,0.0001031234061,7.844745609e-06
5,20.0,24.0,14,1748.84984,0.0001006323054,7.69556474e-06
5,20.0,24.0,14,1750.885754,9.542181536e-05,5.936729808e-06
5,20.0,24.0,14,1752.921667,8.672152494e-05,4.541493925e-06
5,20.0,24.0,14,1754.957581,7.888928957e-05,3.452331855e-06
5,20.0,24.0,14,1756.993495,7.607958629e-05,2.463594522e-06
5,20.0,24.0,14,1759.029408,7.514386558e-05,2.926737208e-06
5,20.0,24.0,14,1761.065322,7.215339283e-05,3.353876762e-06
5,20.0,24.0,14,1763.101236,6.861048464e-05,3.060308655e-06
5,20.0,24.0,14,1765.137149,6.467774766e-05,2.307762672e-06
5,20.0,24.0,14,1767.173063,6.048621407e-05,2.11270813e-06
5,20.0,24.0,14,1769.208977,5.745758307e-05,2.51392844e-06
5,20.0,24.0,14,1771.24489,5.481967755e-05,2.693658361e-06
5,20.0,24.0,14,1773.280804,5.203398736e-05,2.438353006e-06
5,20.0,24.0,14,1775.316718,5.00876641e-05,2.24211269e-06
5,20.0,24.0,14,1777.352631,4.917511972e-05,2.038934159e-06
5,20.0,24.0,14,1779.388545,4.811699909e-05,1.872914977e-06
5,20.0,24.0,14,1781.424459,4.62318561e-05,1.753983868e-06
5,20.0,24.0,14,1783.460372,4.443918508e-05,1.622581024e-06
5,20.0,24.0,14,1785.496286,4.393908543e-05,1.789625501e-06
5,20.0,24.0,14,1787.5322,4.411583445e-05,2.106669692e-06
5,20.0,24.0,14,1789.568113,4.331309174e-05,2.272943661e-06
5,20.0,24.0,14,1791.604027,4.174782216e-05,2.182236368e-06
5,20.0,24.0,14,1793.639941,4.031488353e-05,1.820374394e-06
5,20.0,24.0,14,1795.675854,3.911683441e-05,1.547352638e-06
5,20.0,24.0,14,1797.711768,3.823206199e-05,1.323325172e-06
5,20.0,24.0,14,1799.747682,3.747156188e-05,1.208314891e-06
5,20.0,24.0,14,1801.783595,3.653742368e-05,1.361470394e-06
5,20.0,24.0,14,1803.819509,3.560075279e-05,1.433343241e-06
5,20.0,24.0,14,1805.855423,3.458160776e-05,1.35188412e-06
5,20.0,24.0,14,1807.891336,3.370721695e-05,1.288429313e-06
5,20.0,24.0,14,1809.92725,3.340988789e-05,1.349626057e-06
5,20.0,24.0,14,1811.963164,3.29510141e-05,1.347051643e-06
5,20.0,24.0,14,1813.999077,3.186009037e-05,1.328155269e-06
5,20.0,24.0,14,1816.034991,3.08154789e-05,1.517225256e-06
5,20.0,24.0,14,1818.070905,3.02601746e-05,1.540154941e-06
5,20.0,24.0,14,1820.106818,2.950816172e-05,1.228643161e-06
5,20.0,24.0,14,1822.142732,2.825005848e-05,9.719940882e-07
5,20.0,24.0,14,1824.178646,2.695276701e-05,8.517772666e-07
5,20.0,24.0,14,1826.214559,2.575621201e-05,7.315142722e-07
5,20.0,24.0,14,1828.250473,2.512987832e-05,6.515576663e-07
5,20.0,24.0,14,1830.286387,2.525783921e-05,6.107947859e-07
5,20.0,24.0,14,1832.3223,2.533397047e-05,6.891582615e-07
5,20.0,24.0,14,1834.358214,2.452268165e-05,7.212457085e-07
5,20.0,24.0,14,1836.394128,2.308195723e-05,6.812989293e-07
5,20.0,24.0,14,1838.430041,2.235015971e-05,6.793397915e-07
5,20.0,24.0,14,1840.465955,2.272933523e-05,6.96739123e-07
5,20.0,24.0,14,1842.501869,2.294218002e-05,7.258441032e-07
5,20.0,24.0,14,1844.537782,2.219940262e-05,7.156373485e-07
5,20.0,24.0,14,1846.573696,2.15586101e-05,7.082951303e-07
5,20.0,24.0,14,1848.60961,2.16772394e-05,7.578623773e-07
5,20.0,24.0,14,1850.645523,2.15344048e-05,8.613508939e-07
5,20.0,24.0,14,1852.681437,2.091405873e-05,8.613905614e-07
5,20.0,24.0,14,1854.717351,2.050539016e-05,7.898606145e-07
5,20.0,24.0,14,1856.753264,2.027013544e-05,7.165319408e-07
5,20.0,24.0,14,1858.789178,2.003496678e-05,6.769716263e-07
5,20.0,24.0,14,1860.825092,1.989968624e-05,6.691357017e-07
5,20.0,24.0,14,1862.861005,1.969617234e-05,6.385326304e-07
5,20.0,24.0,14,1864.896919,1.926667626e-05,5.80683474e-07
5,20.0,24.0,14,1866.932833,1.878820689e-05,4.941092721e-07
5,20.0,24.0,14,1868.968746,1.842661802e-05,4.816354659e-07
5,20.0,24.0,14,1871.00466,1.824168485e-05,5.107759953e-07
5,20.0,24.0,14,1873.040574,1.812161783e-05,5.351367952e-07
5,20.0,24.0,14,1875.076487,1.784293259e-05,5.759103589e-07
5,20.0,24.0,14,1877.112401,1.73858138e-05,6.092420858e-07
5,20.0,24.0,14,1879.148315,1.677787129e-05,5.467335507e-07
5,20.0,24.0,14,1881.184228,1.640958315e-05,4.379152742e-07
5,20.0,24.0,14,1883.220142,1.655409817e-05,4.363388637e-07
5,20.0,24.0,14,1885.256056,1.683492566e-05,4.676932133e-07
5,20.0,24.0,14,1887.291969,1.70287038e-05,5.257512807e-07
5,20.0,24.0,14,1889.327883,1.705976266e-05,5.722191658e-07
5,20.0,24.0,14,1891.363797,1.679981154e-05,5.462361539e-07
5,20.0,24.0,14,1893.39971,1.658876392e-05,4.970010654e-07
5,20.0,24.0,14,1895.435624,1.65303004e-05,4.786974307e-07
5,20.0,24.0,14,1897.471538,1.619463405e-05,4.446587388e-07
5,20.0,24.0,14,1899.507451,1.57523282e-05,4.060546806e-07
5,20.0,24.0,14,1901.543365,1.553844734e-05,4.295690156e-07
5,20.0,24.0,14,1903.579279,1.532338607e-05,4.966301113e-07
5,20.0,24.0,14,1905.615192,1.511563163e-05,4.829381035e-07
5,20.0,24.0,14,1907.651106,1.512472432e-05,4.52672987e-07
5,20.0,24.0,14,1909.68702,1.512022684e-05,4.586295401e-07
5,20.0,24.0,14,1911.722933,1.486046858e-05,4.38823002e-07
5,20.0,24.0,14,1913.758847,1.462802956e-05,4.023509431e-07
5,20.0,24.0,14,1915.794761,1.468578146e-05,3.915103352e-07
5,20.0,24.0,14,1917.830674,1.484511286e-05,3.95690085e-07
5,20.0,24.0,14,1919.866588,1.492404476e-05,3.906867668e-07
5,20.0,24.0,14,1921.902502,1.483524596e-05,3.959933591e-07
5,20.0,24.0,14,1923.938415,1.462467853e-05,4.300504551e-07
5,20.0,24.0,14,1925.974329,1.450765783e-05,4.676176688e-07
5,20.0,24.0,14,1928.010243,1.448988619e-05,5.079291133e-07
5,20.0,24.0,14,1930.046156,1.439763907e-05,4.959693789e-07
5,20.0,24.0,14,1932.08207,1.420641861e-05,4.550309394e-07
5,20.0,24.0,14,1934.117984,1.38965798e-05,4.230337497e-07
